Make,Model,Miles,Year,Exterior Color,Interior Color,Other Info,Price
Chevrolet,Silverado 1500,"173,178 miles",2007,Gray,Gray,"No accidents, 5 Owners, Personal use","$10,998 "
Ford,Super Duty F-250,"159,799 miles",2012,Gold,Black,"No accidents, 2 Owners, Personal use","$32,675 "
Ram,2500,"20,981 miles",2018,Black,Gray,"No accidents, 1 Owner, Personal use","$49,971 "
Ford,Super Duty F-250,"108,645 miles",2015,Blue,Black,"No accidents, 2 Owners, Personal use","$39,995 "
Ford,Super Duty F-350,"106,766 miles",2001,Maroon,Unknown,"1 accident, 4 Owners, Personal use","$28,999 "
Chevrolet,Colorado,"24,260 miles",2018,White,Black,"No accidents, 2 Owners, Personal use","$33,998 "
Ford,F-150,"87,879 miles",2016,Unknown,Unknown,"No accidents, 1 Owner, Personal use","$29,981 "
Ram,1500,"97,599 miles",2017,Silver,Gray,"No accidents, 1 Owner, Personal use","$21,900 "
Chevrolet,Colorado,"215,647 miles",2006,Orange,Unknown,"3 accidents, 4 Owners, Personal use","$8,595 "
Ram,2500,"8,781 miles",2019,Red,Black,"No accidents, 1 Owner, Personal use","$59,998 "
Ford,Ranger,"4,602 miles",2019,Black,Gray,"1 accident, 1 Owner, Personal use","$28,499 "
GMC,Sierra 1500,"33,980 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use","$44,995 "
GMC,Sierra 1500,"108,305 miles",2015,Black,Black,"No accidents, 1 Owner, Personal use","$32,995 "
Chevrolet,Silverado 2500,"201,516 miles",2002,Green,Beige,"No accidents, 2 Owners, Fleet use","$9,995 "
Chevrolet,Silverado 2500HD,"62,416 miles",2015,Silver,Black,"No accidents, 1 Owner, Personal use","$38,988 "
GMC,Sierra 1500,"51,569 miles",2017,White,Gray,"No accidents, 2 Owners, Personal use","$38,984 "
Chevrolet,Silverado 1500,"73,497 miles",2017,Black,Black,"No accidents, 1 Owner, Personal use","$31,073 "
Chevrolet,Colorado,"36,347 miles",2017,White,Black,"No accidents, 1 Owner, Personal use","$23,995 "
Ford,F-150,"84,194 miles",2006,Black,Gray,"2 accidents, 2 Owners, Fleet use","$12,995 "
Ram,2500,"63,998 miles",2018,Black,Black,"No accidents, 1 Owner, Personal use","$57,594 "
Ford,Super Duty F-250,"159,498 miles",2008,Unknown,Unknown,"No accidents, 5 Owners, Fleet use","$18,880 "
Toyota,Tacoma,"66,998 miles",2015,Tan,Gray,"No accidents, 1 Owner, Personal use","$32,546 "
Chevrolet,Silverado 2500,"160,359 miles",2002,White,Gray,"1 accident, 2 Owners, Personal use","$8,995 "
Ford,Super Duty F-250,"44,702 miles",2016,White,Gray,"No accidents, 1 Owner, Personal use","$33,995 "
Toyota,Tacoma,"98,927 miles",2013,Black,Gray,"No accidents, 2 Owners, Personal use","$25,992 "
Ford,F-150,"262,147 miles",2010,White,Gray,"1 accident, 2 Owners, Personal use","$10,440 "
Nissan,Titan,"103,261 miles",2008,Black,Black,"No accidents, 2 Owners, Personal use","$15,488 "
Chevrolet,Silverado 1500,"15,972 miles",2020,White,Black,"No accidents, 1 Owner, Personal use","$42,999 "
Honda,Ridgeline,"50,890 miles",2014,Blue,Black,"No accidents, 1 Owner, Personal use","$23,551 "
Ford,F-150,"37,869 miles",2017,Black,Unknown,"No accidents, 1 Owner, Personal use","$37,989 "
Ford,F-150,"32,623 miles",2014,White,Unknown,"No accidents, 1 Owner, Fleet use","$18,995 "
Ram,1500,"55,438 miles",2014,Black,Gray,"No accidents, 1 Owner, Personal use","$27,890 "
Ram,1500,"132,541 miles",2011,White,Gray,"1 accident, 2 Owners, Fleet use","$15,999 "
Ford,Ranger,"184,331 miles",2010,White,Gray,"No accidents, 3 Owners, Fleet use","$9,900 "
Ford,F-150,"94,547 miles",2013,White,Unknown,"No accidents, 1 Owner, Personal use","$18,788 "
Ford,Super Duty F-250,"26,055 miles",2019,White,Unknown,"No accidents, 1 Owner, Personal use","$52,979 "
Chevrolet,Avalanche,"153,727 miles",2011,Silver,Black,"No accidents, 3 Owners, Personal use","$16,999 "
GMC,Sierra 1500,"105,937 miles",2013,Silver,Black,"No accidents, 3 Owners, Fleet use","$26,999 "
Chevrolet,Colorado,"39,009 miles",2017,Silver,Black,"No accidents, 1 Owner, Personal use","$24,000 "
Toyota,Tacoma,"63,378 miles",2015,Gray,Gray,"No accidents, 3 Owners, Personal use","$32,262 "
GMC,Savana Commercial Cutaway,"49,660 miles",2004,White,Unknown,"No accidents, 2 Owners, Fleet use","$14,995 "
Toyota,Tacoma,"204,019 miles",2006,Gold,Gray,"No accidents, 1 Owner, Personal use","$11,500 "
GMC,Canyon,"72,987 miles",2015,Red,Brown,"No accidents, 1 Owner, Personal use","$22,790 "
GMC,Sierra 1500,"104,775 miles",2011,White,Gray,"1 accident, 3 Owners, Personal use","$19,500 "
Ram,1500,"66,558 miles",2017,Gray,Black,"No accidents, 1 Owner, Personal use","$37,988 "
Toyota,Tacoma,"43,758 miles",2016,Gray,Black,"No accidents, 1 Owner, Personal use","$33,888 "
Ford,F-150,"113,768 miles",2016,Blue,Gray,"No accidents, 1 Owner, Personal use","$20,796 "
Ram,1500,"26,799 miles",2019,Red,Black,"No accidents, 1 Owner, Personal use","$53,998 "
Toyota,Tacoma,"6,007 miles",2019,White,Unknown,"No accidents, 1 Owner, Personal use","$37,777 "
Dodge,Dakota,"195,660 miles",2004,Black,Unknown,"No accidents, 1 Owner, Personal use","$6,390 "
Chevrolet,Colorado,"159,616 miles",2010,Silver,Unknown,"1 accident, 4 Owners, Personal use","$13,995 "
Ford,F-150,"96,091 miles",2013,Silver,Black,"No accidents, 2 Owners, Personal use","$27,330 "
Toyota,Tacoma,"164,574 miles",2005,Silver,Gray,"1 accident, 1 Owner, Personal use","$16,002 "
Ford,Super Duty F-450 Chassis Cab,"171,190 miles",2002,White,Unknown,"1 accident, 1 Owner, Fleet use","$7,900 "
Ford,F-150,"20,270 miles",2018,Gray,Gray,"No accidents, 1 Owner, Personal use","$42,995 "
Toyota,Tundra,"183,148 miles",2006,Unknown,Unknown,"1 accident, 2 Owners, Fleet use","$11,900 "
Ram,2500,"5,359 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$48,888 "
Chevrolet,Silverado 1500,"41,873 miles",2018,White,Gray,"No accidents, 2 Owners, Personal use","$32,495 "
Ram,1500,"97,389 miles",2016,Black,Gray,"1 accident, 1 Owner, Personal use","$28,497 "
Toyota,Tacoma,"19,219 miles",2018,Unknown,Unknown,"No accidents, 1 Owner, Personal use","$34,288 "
Ford,F-150,"69,768 miles",2015,Black,Black,"No accidents, 1 Owner, Personal use","$37,999 "
Ford,Super Duty F-250,"47,903 miles",2015,Black,Unknown,"No accidents, 3 Owners, Personal use","$49,800 "
Ford,F-150,"46,620 miles",2005,White,Black,"No accidents, 4 Owners, Personal use","$20,995 "
Toyota,Tacoma,"30,568 miles",2018,Silver,Gray,"No accidents, 1 Owner, Personal use","$40,995 "
Dodge,Ram 3500,"109,227 miles",1998,White,Unknown,"2 accidents, 1 Owner, Personal use","$15,995 "
Ford,Ranger,"84,457 miles",2006,Maroon,Beige,"No accidents, 2 Owners, Fleet use","$13,599 "
Ford,F-150,"167,450 miles",2010,Gray,Unknown,"No accidents, 2 Owners, Fleet use","$17,500 "
Chevrolet,Silverado 1500,"77,362 miles",2017,Gray,Gray,"No accidents, 1 Owner, Personal use","$33,888 "
Ford,Super Duty F-350,"45,430 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use","$44,834 "
Ram,2500,"23,738 miles",2014,Gray,Black,"No accidents, 1 Owner, Personal use","$48,995 "
Chevrolet,Silverado 1500,"81,958 miles",2016,Brown,Brown,"No accidents, 3 Owners, Fleet use","$28,750 "
Ram,1500,"32,019 miles",2020,White,Black,"No accidents, 1 Owner, Personal use","$39,399 "
Ram,1500,"30,142 miles",2019,Silver,Black,"No accidents, 1 Owner, Personal use","$47,999 "
Ford,Super Duty F-350,"93,681 miles",2017,Black,Black,"No accidents, 1 Owner, Personal use","$55,888 "
Ram,1500,"55,078 miles",2014,Red,Gray,"No accidents, 1 Owner, Fleet use","$29,240 "
Ford,F-150,"61,567 miles",2009,Red,Unknown,"No accidents, 1 Owner, Fleet use","$25,333 "
Toyota,Tundra,"91,393 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use","$33,585 "
Ram,1500,"71,927 miles",2017,Black,Gray,"No accidents, 1 Owner, Fleet use","$21,500 "
Ram,1500,"87,414 miles",2014,White,Gray,"No accidents, 2 Owners, Personal use","$23,499 "
Ram,1500,"51,830 miles",2015,Blue,Black,"1 accident, 1 Owner, Personal use","$32,400 "
Ram,1500 Classic,"33,092 miles",2019,Black,Black,"No accidents, 2 Owners, Fleet use","$32,999 "
Ram,1500,"79,342 miles",2015,White,Gray,"No accidents, 2 Owners, Personal use","$24,300 "
Ram,1500 Classic,"21,693 miles",2019,Blue,Black,"No accidents, 1 Owner, Fleet use","$28,472 "
Ford,F-150,"49,598 miles",2017,Gray,Gray,"No accidents, 1 Owner, Fleet use","$36,588 "
Chevrolet,Silverado 1500,"87,069 miles",2012,Red,Black,"No accidents, 2 Owners, Fleet use","$23,999 "
Ford,F-150,"55,527 miles",2016,White,Gray,"No accidents, 1 Owner, Fleet use","$19,995 "
Ram,1500,"44,292 miles",2019,Gray,Black,"No accidents, 1 Owner, Fleet use","$49,299 "
Chevrolet,Silverado 2500,"160,359 miles",2002,White,Gray,"1 accident, 2 Owners, Personal use","$8,995 "
Honda,Ridgeline,"189,350 miles",2008,Gray,Gray,"1 accident, 3 Owners, Personal use","$7,995 "
Toyota,Tacoma,"127,100 miles",2011,White,Gray,"No accidents, 3 Owners, Fleet use","$8,995 "
Ford,Econoline Commercial Chassis,"179,477 miles",1997,Unknown,Green,"No accidents, 5 Owners, Personal use","$2,495 "
Chevrolet,Silverado 1500,"144,720 miles",2003,White,Unknown,"No accidents, 2 Owners, Personal use","$8,995 "
Ford,F-150,"133,070 miles",2007,Gold,Beige,"No accidents, 2 Owners, Personal use","$10,995 "
Chevrolet,Silverado 1500,"106,895 miles",2017,White,Gray,"No accidents, 3 Owners, Personal use","$19,491 "
Nissan,Titan,"104,135 miles",2010,Gray,Gray,"1 accident, 3 Owners, Personal use","$12,291 "
Chevrolet,Silverado 1500,"128,266 miles",2008,White,Gray,"No accidents, 3 Owners, Personal use","$14,991 "
GMC,Sierra 1500,"120,689 miles",2011,Red,Black,"No accidents, 3 Owners, Personal use","$17,991 "
Ford,F-150,"6,141 miles",2020,Gray,Black,"No accidents, Personal use","$73,387 "
Ram,1500 Classic,"13,090 miles",2019,Red,Black,"No accidents, 1 Owner, Fleet use","$36,995 "
Toyota,Tacoma,"30,485 miles",2018,Unknown,Unknown,"No accidents, 1 Owner, Personal use","$38,994 "
Ram,1500,"179,453 miles",2011,White,Gray,"No accidents, 1 Owner, Personal use","$17,999 "
Ford,Super Duty F-250,"140,681 miles",2016,White,Black,"No accidents, 2 Owners, Personal use","$38,337 "
GMC,Sierra 1500,"107,398 miles",2013,White,Black,"1 accident, 2 Owners, Personal use","$17,995 "
Chevrolet,Silverado 1500,"158,133 miles",2010,White,Gray,"No accidents, 3 Owners, Personal use","$12,900 "
Ford,F-150,"35,884 miles",2014,Unknown,Unknown,"No accidents, 1 Owner, Personal use","$34,888 "
Chevrolet,Silverado 3500HD,"142,880 miles",2011,White,Unknown,"No accidents, 3 Owners, Personal use","$30,495 "
Toyota,Tacoma,"4,852 miles",2019,Silver,Unknown,"No accidents, 1 Owner, Personal use","$35,000 "
Ram,1500,"77,949 miles",2016,Black,Black,"No accidents, 1 Owner, Personal use","$37,999 "
GMC,Sierra 1500,"105,481 miles",2007,Gray,Unknown,"No accidents, 1 Owner, Personal use","$15,900 "
Chevrolet,Silverado 1500,"102,966 miles",2014,White,Black,"No accidents, 2 Owners, Personal use","$22,999 "
GMC,Sierra 1500,"57,202 miles",2014,Blue,Black,"No accidents, 2 Owners, Personal use","$31,768 "
Ford,F-150,"66,733 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use","$36,183 "
Chevrolet,Silverado 2500HD,"5,566 miles",2020,White,Black,"No accidents, 1 Owner, Personal use","$62,897 "
Ford,Super Duty F-250,"59,273 miles",2017,White,Brown,"2 accidents, 4 Owners, Fleet use","$45,995 "
GMC,Sierra 3500HD,"140,815 miles",2010,White,Black,"No accidents, 2 Owners, Personal use","$26,995 "
Ram,1500,"77,150 miles",2018,Black,Gray,"No accidents, 1 Owner, Personal use","$26,663 "
Ram,1500,"55,484 miles",2014,White,Gray,"No accidents, 1 Owner, Personal use","$27,327 "
Ford,F-150,"132,357 miles",2005,White,Beige,"No accidents, 3 Owners, Personal use","$9,290 "
Toyota,Tacoma,"98,050 miles",2007,Black,Unknown,"No accidents, 1 Owner, Personal use","$17,999 "
Ford,F-150,"66,000 miles",2016,White,Gray,"No accidents, 3 Owners, Personal use","$29,888 "
Nissan,Frontier,"148,342 miles",2014,Silver,Gray,"No accidents, 1 Owner, Personal use","$9,974 "
Ford,Ranger,"205,500 miles",2004,Red,Black,"No accidents, 2 Owners, Personal use","$6,995 "
Toyota,Tundra,"174,063 miles",2004,Red,Gray,"2 accidents, 4 Owners, Personal use","$10,900 "
Chevrolet,Silverado 3500HD Chassis Cab,"30,000 miles",2017,White,Gray,"1 accident, 1 Owner, Personal use","$45,000 "
Toyota,Tundra,"111,583 miles",2014,Black,Black,"No accidents, 1 Owner, Personal use","$29,344 "
Toyota,Tundra,"67,521 miles",2017,Brown,Beige,"No accidents, 1 Owner, Personal use","$43,000 "
Toyota,Tundra,"68,047 miles",2018,Gray,Unknown,"No accidents, 1 Owner, Personal use","$42,582 "
Ford,F-150,"159,933 miles",2010,White,Beige,"No accidents, 1 Owner, Personal use","$14,995 "
Dodge,Dakota,"138,498 miles",2000,Unknown,Unknown,"No accidents, 1 Owner, Personal use","$8,245 "
Ram,2500,"12,447 miles",2017,Silver,Gray,"No accidents, 1 Owner, Personal use","$40,499 "
Ford,F-150,"163,481 miles",2012,Black,Black,"No accidents, 1 Owner, Personal use","$19,495 "
Ford,F-150,"40,615 miles",2018,Black,Gray,"No accidents, 1 Owner, Personal use","$38,720 "
Dodge,Dakota,"142,042 miles",2005,Red,Gray,"1 accident, 3 Owners, Fleet use","$10,988 "
Toyota,Tacoma,"23,870 miles",2017,Black,Gray,"1 accident, 1 Owner, Personal use","$31,799 "
Chevrolet,Silverado 1500,"59,381 miles",2014,Blue,Black,"No accidents, 2 Owners, Fleet use","$29,999 "
Ford,F-150,"178,333 miles",2003,Blue,Unknown,"No accidents, 2 Owners, Personal use","$9,400 "
Ford,F-150,"93,226 miles",2013,Gray,Gray,"No accidents, 2 Owners, Personal use","$24,500 "
Ford,F-150,"100,829 miles",2012,Gray,Black,"No accidents, 2 Owners, Personal use","$26,999 "
Dodge,Ram 2500,"253,685 miles",2004,Red,Gray,"No accidents, 2 Owners, Personal use","$14,999 "
Chevrolet,Silverado 1500,"18,011 miles",2018,Red,Black,"No accidents, 1 Owner, Personal use","$42,854 "
Chevrolet,Silverado 1500,"173,178 miles",2007,Gray,Gray,"No accidents, 5 Owners, Personal use","$10,998 "
Ford,Ranger,"86,691 miles",2010,Red,Gray,"No accidents, 2 Owners, Personal use","$15,590 "
Ram,3500,"70,365 miles",2014,White,Black,"No accidents, 1 Owner, Personal use","$48,371 "
Ford,F-150,"186,448 miles",2001,White,Unknown,"No accidents, 4 Owners, Fleet use","$6,999 "
Toyota,Tundra,"64,390 miles",2016,White,Black,"No accidents, 2 Owners, Personal use","$40,259 "
Toyota,Tundra,"129,361 miles",2006,Gray,Unknown,"No accidents, 2 Owners, Personal use","$17,995 "
GMC,Sierra 2500HD,"142,650 miles",2015,Black,Black,"No accidents, 2 Owners, Personal use","$45,788 "
Toyota,Tacoma,"34,570 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use","$35,999 "
Dodge,Ram 1500,"208,250 miles",2005,Black,Unknown,"No accidents, 3 Owners, Personal use","$8,999 "
Nissan,Frontier,"6,283 miles",2019,White,Gray,"No accidents, 1 Owner, Personal use","$27,229 "
Ford,F-150,"29,046 miles",2018,Black,Black,"No accidents, Personal use","$34,995 "
Ford,Super Duty F-250,"159,799 miles",2012,Gold,Black,"No accidents, 2 Owners, Personal use","$32,675 "
Ford,F-150,"65,573 miles",2015,Red,Gray,"No accidents, 3 Owners, Personal use","$29,987 "
Ford,F-150,"57,030 miles",2015,Silver,Gray,"No accidents, 1 Owner, Personal use","$32,288 "
Ford,Super Duty F-350,"12,604 miles",2019,White,Gray,"No accidents, Personal use","$61,888 "
Ram,1500 Classic,"2,589 miles",2020,Red,Black,"No accidents, 1 Owner, Personal use","$43,999 "
Chevrolet,Colorado,"28,568 miles",2019,Blue,Black,"No accidents, 2 Owners, Personal use","$41,689 "
Toyota,Tundra,"7,658 miles",2019,Blue,Unknown,"No accidents, 1 Owner, Personal use","$58,995 "
Toyota,Tundra,"39,946 miles",2018,White,Gray,"No accidents, 1 Owner, Personal use","$45,999 "
Ford,F-150,"105,418 miles",2010,Unknown,Unknown,"No accidents, 2 Owners, Personal use","$18,995 "
Ford,F-150,"55,655 miles",2016,Brown,Gray,"No accidents, 1 Owner, Personal use","$30,995 "
Toyota,Tacoma,"62,231 miles",2018,Gray,Black,"1 accident, 1 Owner, Personal use","$34,000 "
Ford,F-150,"81,596 miles",2013,White,Black,"No accidents, 1 Owner, Personal use","$45,950 "
Chevrolet,Silverado 1500,"175,180 miles",2006,Silver,Black,"No accidents, 1 Owner, Personal use","$13,979 "
Ram,2500,"7,115 miles",2018,White,Black,"No accidents, Personal use","$56,415 "
Ford,Super Duty F-250,"33,851 miles",2018,White,Unknown,"No accidents, 1 Owner, Personal use","$50,467 "
Ford,Super Duty F-350,"177,720 miles",2000,White,Gray,"No accidents, 1 Owner, Personal use","$18,267 "
Ford,F-150,"86,671 miles",2014,White,Beige,"1 accident, 2 Owners, Personal use","$25,988 "
Ford,Super Duty F-250,"154,089 miles",2010,Gold,Brown,"No accidents, 3 Owners, Personal use","$23,988 "
Toyota,Tacoma,"75,338 miles",2016,Black,Unknown,"No accidents, 3 Owners, Personal use","$32,949 "
Ford,F-150,"157,186 miles",2014,White,Unknown,"No accidents, 3 Owners, Personal use","$21,808 "
Ford,F-150,"63,877 miles",2015,Black,Unknown,"No accidents, 1 Owner, Personal use","$28,999 "
Toyota,Tacoma,"60,191 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use","$35,580 "
Ford,F-150,"15,443 miles",2018,Gray,Unknown,"No accidents, 1 Owner, Personal use","$46,522 "
Chevrolet,Silverado 1500,"168,535 miles",2004,Green,Unknown,"No accidents, 2 Owners, Personal use","$9,495 "
Chevrolet,Colorado,"16,636 miles",2019,Silver,Black,"No accidents, 1 Owner, Personal use","$44,997 "
Ram,1500,"20,616 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use","$34,888 "
Ford,Super Duty F-250,"41,838 miles",2018,White,Unknown,"No accidents, 2 Owners, Personal use","$49,770 "
Toyota,Tacoma,"122,000 miles",2014,Gray,Unknown,"No accidents, 2 Owners, Personal use","$24,900 "
Toyota,Tundra,"54,648 miles",2016,Unknown,Unknown,"No accidents, 1 Owner, Personal use","$42,999 "
Toyota,Tacoma,"25,678 miles",2018,Black,Unknown,"No accidents, 1 Owner, Personal use","$36,000 "
Ford,F-150,"108,915 miles",2012,White,Unknown,"No accidents, Personal use","$32,995 "
Ford,F-150,"157,580 miles",2010,Blue,Gray,"No accidents, 4 Owners, Personal use","$15,995 "
Ford,Super Duty F-250,"89,574 miles",2016,White,Gray,"No accidents, 1 Owner, Personal use","$37,871 "
Ford,F-150,"14,079 miles",2018,Black,Black,"No accidents, 1 Owner, Personal use","$43,999 "
Toyota,Tacoma,"13,729 miles",2015,White,Gray,"2 accidents, 1 Owner, Personal use","$33,000 "
Ford,Ranger,"183,098 miles",2003,Black,Unknown,"No accidents, 1 Owner, Personal use","$6,154 "
Toyota,Tacoma,"75,338 miles",2016,Black,Unknown,"No accidents, 3 Owners, Personal use","$32,949 "
Dodge,Ram 2500,"253,685 miles",2004,Red,Gray,"No accidents, 2 Owners, Personal use","$14,999 "
Ram,1500,"113,888 miles",2011,Black,Unknown,"No accidents, 2 Owners, Fleet use","$21,505 "
Toyota,Tacoma,"20,043 miles",2016,Red,Gray,"No accidents, 1 Owner, Personal use","$38,900 "
Ford,F-150,"125,068 miles",2010,Black,Unknown,"No accidents, 2 Owners, Personal use","$17,200 "
Toyota,Tacoma,"23,870 miles",2017,Black,Gray,"1 accident, 1 Owner, Personal use","$31,799 "
Ford,F-150,"85,547 miles",2013,Blue,Unknown,"No accidents, Personal use","$27,977 "
Ford,Super Duty F-250,"159,799 miles",2012,Gold,Black,"No accidents, 2 Owners, Personal use","$32,675 "
Ford,Super Duty F-250,"140,681 miles",2016,White,Black,"No accidents, 2 Owners, Personal use","$38,337 "
Toyota,Tacoma,"101,239 miles",2014,Unknown,Unknown,"No accidents, 3 Owners, Fleet use","$27,660 "
Ford,Ranger,"184,331 miles",2010,White,Gray,"No accidents, 3 Owners, Fleet use","$9,900 "
Ram,1500,"132,844 miles",2014,Red,Gray,"1 accident, 2 Owners, Fleet use","$18,888 "
Ram,3500,"70,365 miles",2014,White,Black,"No accidents, 1 Owner, Personal use","$48,371 "
Ford,F-150,65 miles,2020,White,Gray,"No accidents, 1 Owner, Personal use","$43,685 "
Ram,1500,"82,221 miles",2014,White,Gray,"No accidents, 2 Owners, Personal use","$16,999 "
Ford,F-150,"66,733 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use","$36,183 "
Ford,Super Duty F-250,"49,461 miles",2016,White,Gray,"No accidents, 2 Owners, Fleet use","$42,961 "
Chevrolet,Silverado 1500,"130,545 miles",2009,Blue,Black,"No accidents, 1 Owner, Personal use","$17,998 "
Ram,1500 Classic,"2,589 miles",2020,Red,Black,"No accidents, 1 Owner, Personal use","$43,999 "
Ford,F-150,"16,682 miles",2019,White,Unknown,"No accidents, 1 Owner, Fleet use","$47,995 "
Toyota,Tacoma,"239,956 miles",2009,Gray,Gray,"No accidents, 2 Owners, Personal use","$13,507 "
Ford,F-150,"58,249 miles",2014,Gray,Black,"No accidents, 3 Owners, Personal use","$36,995 "
Nissan,Frontier,"8,500 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use","$30,971 "
Ford,F-150,"65,573 miles",2015,Red,Gray,"No accidents, 3 Owners, Personal use","$29,987 "
Ford,F-150,"159,933 miles",2010,White,Beige,"No accidents, 1 Owner, Personal use","$14,995 "
Ram,1500,"23,507 miles",2017,Silver,Red,"No accidents, 1 Owner, Personal use","$43,995 "
Ford,Super Duty F-350,"177,720 miles",2000,White,Gray,"No accidents, 1 Owner, Personal use","$18,267 "
GMC,Sierra 1500,"107,398 miles",2013,White,Black,"1 accident, 2 Owners, Personal use","$17,995 "
Ford,Super Duty F-250,"47,903 miles",2015,Black,Unknown,"No accidents, 3 Owners, Personal use","$49,800 "
Ford,F-150,"86,671 miles",2014,White,Beige,"1 accident, 2 Owners, Personal use","$25,988 "
Ford,F-150,"159,392 miles",2004,Yellow,Black,"No accidents, 4 Owners, Personal use","$10,698 "
Ford,F-150,"29,866 miles",2019,Black,Black,"No accidents, 1 Owner, Personal use","$43,995 "
GMC,Sierra 2500HD,"142,650 miles",2015,Black,Black,"No accidents, 2 Owners, Personal use","$45,788 "
Toyota,Tacoma,"83,073 miles",2016,Unknown,Unknown,"No accidents, Personal use",
Ford,Super Duty F-350,"174,994 miles",2009,White,Gray,"No accidents, 4 Owners, Personal use","$18,999 "
Dodge,Ram 1500,"174,768 miles",1998,Unknown,Unknown,"No accidents, 4 Owners, Personal use",
Ford,F-150,"54,530 miles",2016,Blue,Beige,"1 accident, 2 Owners, Personal use","$35,987 "
Ram,1500,"113,888 miles",2011,Black,Unknown,"No accidents, 2 Owners, Fleet use","$21,505 "
Chevrolet,Silverado 1500,"10,371 miles",2019,Silver,Black,"No accidents, Personal use","$50,995 "
Ford,F-150,"18,374 miles",2019,White,Unknown,"No accidents, 1 Owner, Personal use","$51,360 "
Toyota,Tacoma,"130,000 miles",2010,Red,Unknown,"No accidents, 4 Owners, Personal use","$18,995 "
Toyota,Tacoma,"60,191 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use","$35,580 "
Chevrolet,Silverado 1500,"18,011 miles",2018,Red,Black,"No accidents, 1 Owner, Personal use","$42,854 "
Chevrolet,Silverado 1500,"20,000 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$55,996 "
Ford,F-150,"105,325 miles",2013,Black,Unknown,"No accidents, 2 Owners, Personal use","$26,888 "
Ford,Super Duty F-350 Chassis Cab,"63,357 miles",2015,White,Gray,"1 accident, 2 Owners, Personal use","$30,995 "
Chevrolet,Avalanche,"109,792 miles",2011,Gray,Gray,"No accidents, 2 Owners, Personal use","$19,990 "
Ford,Super Duty F-350,"76,464 miles",2019,White,Gray,"No accidents, 1 Owner, Personal use","$46,999 "
Ford,Super Duty F-250,"20,728 miles",2015,Unknown,Unknown,"No accidents, 1 Owner, Personal use","$39,984 "
Toyota,Tacoma,"19,219 miles",2018,Unknown,Unknown,"No accidents, 1 Owner, Personal use","$34,288 "
Toyota,Tundra,"12,488 miles",2018,Blue,Gray,"No accidents, 1 Owner, Personal use","$42,998 "
GMC,Sierra 2500HD,"57,528 miles",2018,White,Black,"No accidents, 1 Owner, Personal use","$34,900 "
Chevrolet,Silverado 1500,"84,614 miles",2006,Black,Black,"No accidents, 2 Owners, Personal use","$16,950 "
Ram,1500,"69,077 miles",2014,Silver,Gray,"1 accident, 1 Owner, Personal use","$27,997 "
Ram,1500,"163,310 miles",2011,Black,Unknown,"No accidents, 2 Owners, Personal use",
Chevrolet,Silverado 1500,"81,547 miles",2015,Gray,Black,"No accidents, 3 Owners, Personal use","$30,995 "
Ford,F-150,"94,444 miles",2014,Orange,Black,"No accidents, 2 Owners, Personal use","$28,885 "
Chevrolet,Silverado 2500HD,"201,503 miles",2005,Blue,Black,"No accidents, 1 Owner, Personal use","$15,880 "
Nissan,Frontier,"6,283 miles",2019,White,Gray,"No accidents, 1 Owner, Personal use","$27,229 "
Ram,1500 Classic,"6,793 miles",2019,Red,Black,"No accidents, 1 Owner, Personal use","$46,416 "
Ford,F-150,"130,086 miles",2015,Gray,Unknown,"No accidents, 1 Owner, Personal use","$25,337 "
Toyota,Tundra,"90,623 miles",2013,Silver,Gray,"No accidents, 2 Owners, Personal use","$18,996 "
Ram,2500,"129,635 miles",2011,Black,Gray,"No accidents, 3 Owners, Personal use","$28,995 "
Toyota,Tacoma,"8,277 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$46,555 "
Ford,F-150,"232,000 miles",2005,Green,Gray,"1 accident, 5 Owners, Personal use","$5,987 "
Ford,Super Duty F-250,"59,273 miles",2017,White,Brown,"2 accidents, 4 Owners, Fleet use","$45,995 "
Ford,F-150,"42,016 miles",2017,Blue,Black,"1 accident, 1 Owner, Personal use","$62,000 "
Chevrolet,Silverado 3500HD,"142,880 miles",2011,White,Unknown,"No accidents, 3 Owners, Personal use","$30,495 "
Chevrolet,Colorado,"21,563 miles",2019,Red,Black,"No accidents, 1 Owner, Personal use","$36,998 "
Toyota,Tundra,"17,623 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use","$40,974 "
Ford,F-150,"49,145 miles",2018,White,Gray,"No accidents, 1 Owner, Personal use","$32,999 "
Toyota,Tacoma,"176,351 miles",2007,Blue,Gray,"1 accident, 2 Owners, Personal use","$15,995 "
Ram,Dakota,"57,503 miles",2011,Green,Gray,"No accidents, 4 Owners, Fleet use","$18,990 "
Ford,F-150,"34,560 miles",2018,Gray,Black,"1 accident, 2 Owners, Personal use","$41,917 "
